yellow 	   colour ,  color   | 0.0 | .1 | 2
bear 	   have ,  feature ,  deliver ,  birth ,  produce ,  digest ,  endure ,  stomach ,  stand ,  tolerate ,  support ,  brook ,  abide ,  suffer ,  permit ,  allow ,  let ,  transport ,  carry ,  make ,  create ,  accept ,  assume ,  take ,  hold ,  contain ,  include ,  yield ,  pay ,  gain ,  clear ,  earn ,  realize ,  realise ,  wear ,  behave ,  conduct ,  act ,  move ,  expect ,  crop ,  ring ,  retain ,  circle ,  pose ,  twin ,  fruit ,  assert ,  seed ,  net ,  balance ,  drop ,  surround ,  undergo ,  litter ,  submit ,  round ,  deal ,  confine ,  lamb ,  swallow ,  poise ,  posture   | 0.0 | .1 | 57
recognize 	   acknowledge ,  know ,  accept ,  realize ,  realise ,  remember ,  retrieve ,  recall ,  think ,  license ,  licence ,  certify ,  greet ,  address ,  thank ,  be ,  prize ,  value ,  treasure ,  appreciate* ,  herald ,  reward* ,  resolve ,  receive ,  bob ,  identify ,  welcome ,  present ,  honour ,  bid ,  wish ,  hail ,  salute   | 0.0 | .1 | 22
hunker 	   squat ,  crouch ,  sit   | 0.0 | .1 | 3
consume 	   down ,  eat ,  take ,  have ,  squander ,  waste ,  ware ,  spend ,  expend ,  drop ,  destroy ,  ruin ,  deplete ,  exhaust ,  absorb ,  engross ,  engage ,  occupy ,  tire ,  touch ,  splurge ,  burn ,  lavish ,  hit ,  shower ,  drug ,  drink ,  smoke ,  fling ,  use ,  try ,  fool ,  overspend ,  booze ,  fill ,  sample ,  shoot ,  drain ,  feed ,  indulge ,  swallow ,  partake ,  taste   | 0.0 | .1 | 22
plunder 	   steal ,  sack ,  take ,  strip ,  rifle ,  ransack ,  foray ,  rape ,  spoil ,  violate ,  destroy ,  ruin   | 0.0 | .1 | 13
compare 	   analyze ,  analyse ,  study ,  examine ,  canvas ,  be ,  liken ,  equate ,  consider ,  go   | 0.0 | .1 | 10
forest 	   set   | 0.0 | .1 | 1
behold 	   see   | 0.0 | .1 | 1
bail 	   free ,  release ,  loose ,  deliver ,  guarantee ,  vouch ,  empty ,  remove ,  take ,  withdraw   | 0.0 | .1 | 10
baffle 	   vex ,  stick ,  get ,  puzzle ,  beat ,  pose ,  bewilder ,  gravel ,  amaze ,  confuse ,  throw ,  befuddle ,  confound ,  spoil ,  cross ,  frustrate ,  prevent ,  forestall ,  foreclose^ ,  preclude ,  forbid ,  regulate ,  restrict ,  restrain ,  limit ,  bound ,  confine ,  disappoint ,  dash ,  escape ,  elude ,  ruin ,  riddle   | 0.0 | .1 | 27
chance 	   happen ,  occur ,  pass ,  gamble ,  risk ,  hazard ,  adventure ,  seek ,  attempt ,  essay ,  find ,  bump ,  encounter   | 0.0 | .1 | 14
pacify 	   appease ,  placate ,  gentle ,  calm ,  quiet ,  tranquillise ,  quieten ,  still ,  establish ,  give   | 0.0 | .1 | 10
repeal 	   revoke ,  lift ,  reverse ,  overturn ,  cancel ,  renege   | 0.0 | .1 | 5
veil 	   hide ,  conceal ,  obscure ,  change ,  alter ,  modify   | 0.0 | .1 | 7
vein 	   stain   | 0.0 | .1 | 1
cajole 	   persuade ,  browbeat ,  swagger ,  bully   | 0.0 | .1 | 1
last 	   endure ,  measure ,  survive ,  live ,  go ,  wear ,  run   | 0.0 | .1 | 6
rule 	   govern ,  control ,  command ,  decree ,  decide ,  determine ,  dominate ,  reign ,  prevail ,  find ,  pronounce ,  label ,  judge ,  accompany ,  draw ,  rein ,  restrict ,  restrain ,  limit ,  bound ,  confine ,  overthrow ,  reverse ,  dictate ,  overturn ,  outweigh ,  override   | 0.0 | .1 | 21
compete 	   vie ,  contend ,  touch ,  play ,  match ,  rival ,  race ,  equal ,  run   | 0.0 | .1 | 2
pension 	   award ,  grant   | 0.0 | .1 | 2
garden 	   tend ,  landscape   | 0.0 | .1 | 1
buoy 	   float ,  swim ,  hold ,  support ,  sustain* ,  mark   | 0.0 | .1 | 6
consolidate 	   unify ,  unite ,  merge ,  strengthen ,  solidify   | 0.0 | .1 | 9
cooper 	   make   | 0.0 | .1 | 1
regret 	   feel ,  experience ,  miss ,  refuse ,  decline ,  inform ,  fear   | 0.0 | .1 | 6
ebb 	   recede ,  retire ,  beleaguer ,  surround   | 0.0 | .1 | 5
point 	   indicate ,  show ,  inform ,  orient ,  lie ,  charge ,  level ,  aim ,  take ,  train ,  direct ,  steer ,  manoeuvre ,  head ,  guide ,  channelise ,  control ,  command ,  bespeak ,  betoken ,  signal ,  tell ,  sail ,  tag ,  label ,  mark ,  be ,  target ,  place ,  sharpen ,  taper ,  mend ,  fix ,  doctor ,  restore ,  navigate ,  finger ,  channel ,  tree ,  address ,  forecast ,  predict ,  pilot ,  sheer ,  prognosticate ,  reflect ,  foretell ,  park ,  corner ,  dock ,  bode ,  crab   | 0.0 | .1 | 49
whack 	   whop ,  wallop ,  hit   | 0.0 | .1 | 3
dapple 	   cloud ,  spot   | 0.0 | .1 | 2
chill 	   depress ,  dismay ,  demoralise ,  cool ,  change ,  alter ,  modify ,  turn   | 0.0 | .1 | 9
overpay 	   pay   | 0.0 | .1 | 1
blanket 	   cover   | 0.0 | .1 | 2
distort 	   falsify ,  belie ,  twist ,  color ,  colour ,  affect ,  impact ,  touch ,  strain ,  shape ,  form ,  spin ,  tangle ,  wrench ,  murder ,  mangle ,  weave ,  lace   | 0.0 | .1 | 12
summarize 	   resume ,  repeat ,  reiterate ,  iterate ,  restate ,  sum ,  state ,  say ,  tell ,  abstract ,  recap ,  docket   | 0.0 | .1 | 9
postpone 	   table ,  shelve ,  defer ,  delay ,  hold ,  suspend ,  respite ,  call   | 0.0 | .1 | 4
pinch 	   squeeze ,  twinge ,  tweet ,  grip ,  crimp ,  fold ,  purloin ,  abstract ,  swipe ,  hook ,  filch ,  lift ,  steal ,  top ,  clip ,  crop ,  trim ,  dress ,  irritate ,  tail ,  tweak ,  goose   | 0.0 | .1 | 19
mortar 	   plaster   | 0.0 | .1 | 1
array 	   range ,  arrange ,  align ,  stand   | 0.0 | .1 | 4
notify 	   advise ,  inform   | 0.0 | .1 | 2
delegate 	   designate ,  assign ,  appoint ,  charge ,  raise ,  upgrade ,  post ,  task ,  bump ,  mandate ,  place ,  break ,  transfer ,  promote ,  relegate ,  advance ,  cast   | 0.0 | .1 | 6
abolish 	   cashier ,  abrogate   | 0.0 | .1 | 0
triumph 	   prevail ,  win* ,  rejoice* ,  gloat ,  boast ,  tout ,  brag ,  gas ,  blow ,  cheer ,  glory ,  congratulate   | 0.0 | .1 | 11
phone 	   call ,  ring ,  telephone   | 0.0 | .1 | 2
refrain 	   desist ,  leave ,  save ,  avoid ,  help ,  spare ,  fast   | 0.0 | .1 | 1
disk 	   plough ,  turn   | 0.0 | .1 | 2
void 	   invalidate ,  cancel ,  empty ,  change ,  alter ,  modify ,  eliminate ,  pass ,  avoid ,  break   | 0.0 | .1 | 10
toll 	   ring ,  levy ,  impose   | 0.0 | .1 | 3
tell 	   state ,  say ,  express ,  utter ,  inform ,  order ,  request ,  guess ,  assure* ,  affirm ,  verify ,  assert ,  aver ,  swan ,  swear ,  evidence ,  separate ,  identify ,  place ,  explain ,  herald ,  represent ,  precede ,  respond ,  know ,  disclose ,  leave ,  introduce ,  compel ,  reveal ,  note ,  air ,  remark ,  observe ,  sum ,  restate ,  contrast ,  expose ,  reply ,  label ,  signal ,  relate ,  digress ,  wander ,  spill ,  repeat ,  command ,  crack ,  point ,  summarize ,  indicate ,  break ,  add ,  require ,  publicize ,  present ,  discover ,  bespeak ,  answer ,  betoken ,  reiterate ,  announce ,  foretell ,  mention ,  bare ,  articulate ,  warn ,  call ,  give ,  declare ,  instruct ,  talk ,  harbinger ,  supply ,  direct ,  yarn ,  sex ,  stray ,  enunciate ,  iterate   | 0.0 | .1 | 22
crunch 	   crackle ,  resound ,  noise ,  grind ,  press ,  jaw ,  mash ,  fragment ,  mill   | 0.0 | .1 | 9
sleek 	   slick ,  polish ,  smooth ,  shine   | 0.0 | .1 | 4
conglomerate 	   accumulate ,  gather ,  increase ,  drift   | 0.0 | .1 | 3
plough 	   travel ,  go ,  move ,  turn ,  till ,  disk   | 0.0 | .1 | 5
obtain 	   get ,  acquire ,  receive ,  find ,  incur ,  change ,  prevail ,  hold ,  exist ,  be ,  snag ,  take ,  extract ,  shop ,  carry ,  gain ,  secure ,  derive ,  grab ,  source ,  grub ,  kite   | 0.0 | .1 | 11
murder 	   slay ,  hit ,  dispatch ,  off ,  remove ,  kill ,  mangle ,  falsify ,  distort ,  execute   | 0.0 | .1 | 9
loom 	   look ,  appear ,  seem ,  tower ,  rise ,  lift ,  hover ,  hang   | 0.0 | .1 | 8
double 	   multiply ,  hit ,  bend ,  flex ,  function ,  work ,  operate ,  go ,  run ,  bid ,  call ,  repeat ,  replicate ,  reproduce ,  copy   | 0.0 | .1 | 14
smoke 	   consume ,  take ,  have ,  fume ,  emit ,  whiff   | 0.0 | .1 | 5
browse 	   shop ,  search ,  seek ,  crop ,  graze ,  range ,  feed ,  eat ,  surf ,  snack   | 0.0 | .1 | 13
secure 	   obtain ,  fix ,  attach ,  guarantee ,  vouch ,  ensure ,  insure ,  assure* ,  plug ,  close^ ,  strengthen ,  hang ,  ground ,  tie ,  lock ,  deposit ,  suborn ,  chain ,  stay ,  patent ,  anchor ,  wire ,  rivet ,  cable ,  doom ,  wedge ,  bar ,  belt ,  bind ,  entrench ,  crank ,  engage ,  make ,  rig ,  hook ,  brad ,  stake ,  button ,  copyright ,  chink ,  string ,  staple ,  strap ,  joint ,  buckle ,  enlist ,  stick ,  certify ,  chock ,  spike ,  clamp ,  tack ,  cement ,  cork ,  latch ,  cinch ,  pin ,  clasp   | 0.0 | .1 | 12
cloister 	   surround ,  circle ,  round ,  ring ,  insulate   | 0.0 | .1 | 5
shun 	   eschew ,  avoid ,  ban ,  expel   | 0.0 | .1 | 4
glance 	   look ,  bounce ,  spring ,  bound ,  rebound ,  recoil   | 0.0 | .1 | 6
plot 	   plan ,  diagram ,  draw ,  map ,  conjure ,  intrigue ,  scheme ,  graph   | 0.0 | .1 | 4
bundle 	   pack ,  bunch ,  form ,  compact ,  arrange ,  sleep ,  slumber   | 0.0 | .1 | 8
negative 	   veto ,  oppose ,  defeat ,  kill   | 0.0 | .1 | 2
separate 	   divide ,  disunite ,  part ,  move ,  displace ,  tell ,  identify ,  place ,  split ,  change ,  classify ,  class ,  sort ,  assort ,  categorize ,  break ,  branch ,  fork ,  diverge ,  splinter ,  secede^ ,  wash ,  bust^ ,  lot ,  stamp ,  snap ,  reduce ,  know ,  smash ,  tear ,  detach ,  burst ,  group ,  refer ,  extract ,  section ,  contrast ,  label ,  catalogue ,  number ,  sequester ,  rail ,  crush ,  sieve ,  fragment ,  count ,  sift ,  crack ,  divorce ,  ladder ,  insulate ,  run ,  segment ,  zone ,  card ,  size ,  disperse ,  strain ,  cut ,  format ,  joint ,  polarise ,  dispel ,  grade ,  paragraph ,  dismember ,  parcel ,  chip ,  filter ,  scatter ,  sever ,  sex ,  disadvantage ,  stereotype ,  gerrymander ,  polarize ,  segregate   | 0.0 | .1 | 31
tolerate 	   digest ,  endure ,  stomach ,  bear ,  stand ,  support ,  brook ,  abide ,  suffer ,  permit ,  allow ,  let ,  respect ,  honour ,  observe ,  take ,  pay ,  accept ,  undergo ,  submit ,  swallow   | 0.0 | .1 | 22
zero 	   adjust ,  set ,  correct   | 0.0 | .1 | 6
buffalo 	   cow   | 0.0 | .1 | 1
award 	   present ,  allocate ,  grant ,  give ,  pension ,  bestow ,  certificate   | 0.0 | .1 | 4
regroup 	   reorganize ,  reorganise ,  form ,  organize ,  organise ,  group   | 0.0 | .1 | 6
sober 	   change ,  alter ,  modify ,  become ,  go ,  get   | 0.0 | .1 | 9
cake 	   coat ,  cover   | 0.0 | .1 | 2
permit 	   allow ,  let ,  accept ,  consent ,  tolerate ,  trust ,  support ,  pass ,  favour ,  suffer ,  stand ,  stomach ,  authorise ,  privilege ,  bear ,  abide ,  favor ,  clear ,  include ,  legitimate ,  admit ,  give ,  brook ,  digest ,  authorize ,  endure   | 0.0 | .1 | 10
eclipse 	   overshadow ,  excel ,  surpass ,  obscure   | 0.0 | .1 | 5
divorce 	   disunite ,  separate ,  part ,  split ,  break   | 0.0 | .1 | 9
deprive 	   strip ,  take ,  withhold ,  impoverish^ ,  worsen^ ,  decline ,  orphan ,  starve ,  expropriate ,  clean ,  dock ,  unclothe   | 0.0 | .1 | 6
criticize 	   knock ,  criticise^ ,  comment ,  notice ,  remark ,  act ,  pillory ,  rag ,  pick ,  assail ,  lambaste ,  denounce ,  attack ,  blame^ ,  jaw ,  savage ,  censure ,  deplore ,  round ,  assault ,  rebuke   | 0.0 | .1 | 7
tether 	   attach   | 0.0 | .1 | 1
sour 	   turn ,  work   | 0.0 | .1 | 3
indicate 	   bespeak ,  betoken ,  point ,  signal ,  tell ,  show ,  inform ,  argue^ ,  present ,  represent ,  suggest ,  finger ,  record ,  read ,  forecast ,  predict ,  mark ,  prognosticate ,  reflect ,  register ,  foretell ,  call ,  bode   | 0.0 | .1 | 14
fling 	   throw ,  move ,  splurge ,  consume ,  squander ,  waste ,  ware ,  toss ,  dispose ,  remove ,  sky ,  abandon ,  scrap ,  pitch ,  trash ,  dump ,  jettison ,  retire ,  junk   | 0.0 | .1 | 10
mingle 	   mix ,  unify ,  change ,  alter ,  modify ,  be ,  combine ,  compound ,  concoct ,  aggregate ,  intermingle ,  blend   | 0.0 | .1 | 6
befuddle 	   confuse ,  throw ,  confound ,  be ,  soak ,  vex ,  pose ,  amaze ,  gravel ,  puzzle ,  baffle ,  beat ,  stick ,  get ,  bewilder   | 0.0 | .1 | 5
provide 	   supply ,  furnish ,  give ,  ply ,  cater ,  stipulate ,  qualify ,  condition ,  specify ,  offer ,  engage ,  wage ,  leave ,  allow ,  yield ,  afford ,  support ,  fix ,  prepare ,  ready ,  set ,  sustain* ,  glass ,  partner ,  ticket ,  headline ,  bush ,  patch ,  board ,  extend ,  heat ,  flood ,  step ,  bottom ,  stint ,  fret ,  date ,  match ,  equip ,  edge ,  caption ,  power ,  rail ,  leverage ,  nourish ,  stock ,  fire ,  fund ,  fit ,  wive ,  pour ,  index ,  tool ,  fulfill ,  shower ,  satisfy ,  ramp ,  glut ,  top ,  railroad ,  scant ,  fuel ,  dish ,  bed ,  serve ,  provision ,  tube ,  charge ,  grate ,  help ,  horse ,  canal ,  meet ,  border ,  joint ,  treat ,  tap ,  glaze ,  articulate ,  pump ,  water ,  arm ,  nurture ,  theme ,  fill ,  seat ,  gate ,  fulfil ,  feed ,  outfit ,  coal ,  curtain ,  indulge ,  key ,  staff ,  shelter ,  hat ,  capitalize ,  accommodate ,  gratify ,  gutter   | 0.0 | .1 | 24
verify 	   confirm ,  corroborate ,  sustain* ,  support ,  affirm ,  control ,  test ,  prove ,  try ,  examine ,  essay ,  assert ,  aver ,  swan ,  swear ,  declare ,  hold ,  assure* ,  protest ,  take ,  check ,  tell ,  mark ,  claim ,  attest ,  tick ,  see ,  ensure ,  insure   | 0.0 | .1 | 18
nut 	   gather ,  garner ,  collect   | 0.0 | .1 | 3
boat 	   ride ,  sail ,  yacht ,  row   | 0.0 | .1 | 1
disappoint 	   spoil ,  cross ,  frustrate ,  baffle ,  fail^ ,  betray ,  disillusion   | 0.0 | .1 | 4
beach 	   land   | 0.0 | .1 | 1
transform 	   change ,  alter ,  modify ,  translate ,  work ,  turn ,  process ,  become   | 0.0 | .1 | 20
ladder 	   run ,  break ,  separate   | 0.0 | .1 | 3
tackle 	   undertake ,  confront ,  face ,  attach ,  attack ,  rise   | 0.0 | .1 | 5
sue 	   action ,  process ,  challenge ,  expedite   | 0.0 | .1 | 3
grieve 	   sorrow ,  suffer ,  aggrieve ,  pity   | 0.0 | .1 | 2
facilitate 	   ease ,  alleviate ,  help ,  assist ,  aid ,  serve ,  cause ,  do ,  make   | 0.0 | .1 | 10
greet 	   recognize ,  address ,  communicate ,  react ,  respond ,  greet ,  herald ,  compliment ,  receive ,  bob ,  welcome ,  present ,  bid ,  wish ,  hail ,  salute   | 0.0 | .1 | 6
scare 	   frighten ,  fright ,  stimulate ,  shake ,  excite ,  stir ,  daunt ,  dash ,  intimidate ,  restrain ,  alarm ,  spook ,  bluff ,  terrify ,  dismay ,  terrorise   | 0.0 | .1 | 10
cloak 	   dissemble ,  mask ,  disguise   | 0.0 | .1 | 3
devote 	   give ,  dedicate ,  commit ,  use ,  utilize ,  utilise ,  apply ,  employ ,  pay ,  think ,  reserve ,  vow   | 0.0 | .1 | 12
japan 	   lacquer   | 0.0 | .1 | 1
net 	   sack ,  clear ,  profit ,  gain ,  benefit* ,  yield ,  pay ,  bear ,  web ,  weave ,  tissue ,  catch ,  grab   | 0.0 | .1 | 14
robe 	   vest ,  dress ,  clothe ,  apparel   | 0.0 | .1 | 4
highlight 	   spotlight   | 0.0 | .1 | 1
exempt 	   relieve ,  free ,  excuse ,  absolve ,  justify ,  forgive ,  spare ,  frank   | 0.0 | .1 | 7
understate 	   minimize ,  minimise ,  downplay ,  inform   | 0.0 | .1 | 4
wake 	   awaken ,  turn ,  ignite ,  heat ,  arouse ,  elicit ,  kindle ,  evoke ,  fire ,  raise ,  provoke ,  alarm ,  alert ,  rouse ,  change ,  alter ,  modify ,  call ,  reawaken   | 0.0 | .1 | 19
break 	   interrupt ,  end ,  terminate ,  separate ,  divide ,  damage^ ,  bust^ ,  destroy ,  ruin ,  transgress ,  offend ,  violate ,  breach ,  escape ,  disperse ,  scatter ,  burst ,  erupt ,  stop ,  intrude ,  domesticate ,  reclaim ,  tame ,  better ,  surpass ,  outgo ,  exceed ,  outdo ,  outperform ,  disclose^ ,  reveal ,  discover ,  expose ,  tell ,  become ,  go ,  get ,  fail^ ,  die ,  change ,  part ,  split ,  flee ,  fly ,  collapse^ ,  give ,  founder ,  soften ,  weaken ,  blunt ,  finish ,  cease ,  alter ,  vary ,  quit ,  emerge ,  happen ,  occur ,  pass ,  invalidate ,  void ,  avoid ,  bump ,  relegate ,  delegate ,  designate ,  assign ,  bankrupt ,  smash ,  impoverish^ ,  switch ,  shift ,  appear ,  dance ,  exchange ,  commute ,  convert ,  modify ,  shoot ,  disunite ,  wear ,  decay ,  crumble ,  detach ,  pause ,  disrupt ,  solve ,  work ,  develop ,  crack ,  check ,  turn ,  decrease^ ,  diminish ,  lessen ,  fall ,  fracture ,  injure ,  wound ,  sink ,  splinter ,  secede^ ,  freeze ,  snap ,  reduce ,  disclose ,  infringe ,  suspend ,  rest ,  spring ,  confide ,  deafen ,  crush ,  fragment ,  slump ,  implode ,  blow ,  flop ,  divorce ,  ladder ,  dash ,  run ,  conflict ,  sing ,  out ,  betray ,  blunder ,  buckle ,  breathe ,  sideline ,  talk ,  french ,  shatter ,  leak ,  crash ,  sin ,  fray ,  boob   | 0.0 | .1 | 146
band 	   tie ,  bind ,  ring ,  attach   | 0.0 | .1 | 4
bang 	   slam ,  hit ,  sound ,  go ,  close^ ,  shut ,  travel ,  move ,  love ,  know ,  screw ,  bed ,  mate ,  pair ,  couple ,  strike ,  take ,  have   | 0.0 | .1 | 19
sack 	   plunder ,  take ,  fire ,  can ,  dismiss ,  remove ,  net ,  clear ,  profit ,  gain ,  benefit* ,  case ,  terminate ,  drop ,  retire   | 0.0 | .1 | 12
bread 	   cover   | 0.0 | .1 | 1
rock 	   sway ,  shake ,  move ,  displace ,  roll ,  totter   | 0.0 | .1 | 5
entitle 	   authorise ,  authorize ,  title ,  name ,  call ,  gentle ,  promote ,  upgrade ,  advance ,  raise ,  lord ,  dub ,  knight ,  proclaim   | 0.0 | .1 | 10
scheme 	   intrigue ,  plot ,  plan   | 0.0 | .1 | 3
evolve 	   develop ,  acquire ,  change ,  specialise ,  derive ,  specialize   | 0.0 | .1 | 5
dump 	   fling ,  toss ,  dispose ,  ditch ,  remove ,  sell ,  drop ,  plunge ,  deck ,  floor ,  beat   | 0.0 | .1 | 12
mangle 	   iron ,  press ,  murder ,  falsify ,  distort ,  damage^   | 0.0 | .1 | 6
host 	   entertain ,  banquet ,  feast   | 0.0 | .1 | 1
flock 	   travel ,  go ,  move ,  meet ,  gather ,  assemble ,  bunch   | 0.0 | .1 | 6
motorize 	   equip ,  fit ,  outfit   | 0.0 | .1 | 9
slew 	   sheer ,  curve ,  trend ,  cut ,  turn ,  skid ,  slip ,  slide ,  glide   | 0.0 | .1 | 9
slay 	   murder ,  hit ,  dispatch ,  off ,  remove ,  kill ,  execute   | 0.0 | .1 | 6
network 	   communicate   | 0.0 | .1 | 1
hook 	   fix ,  secure ,  soak ,  surcharge ,  pluck ,  rob ,  cheat^ ,  loop ,  hit ,  thieve ,  cop ,  steal ,  purloin ,  pinch ,  abstract ,  swipe ,  filch ,  lift ,  catch ,  grab ,  addict ,  accustom ,  play ,  snare ,  entice ,  lure ,  tempt ,  offer ,  seize ,  rack ,  squeeze   | 0.0 | .1 | 30
medicine 	   treat ,  drug ,  dose   | 0.0 | .1 | 1
dispute 	   challenge ,  contest ,  contend ,  scrap ,  argue^ ,  debate ,  fence ,  wrangle ,  call ,  spat   | 0.0 | .1 | 8
veto 	   negative ,  oppose ,  forbid ,  prohibit^ ,  disallow ,  command ,  require ,  compel ,  outlaw ,  defeat ,  bar ,  exclude ,  ban ,  kill   | 0.0 | .1 | 8
top 	   exceed ,  overstep ,  pass ,  excel ,  surpass ,  clear ,  overtake ,  overhaul ,  lie ,  lead ,  supply ,  provide ,  furnish ,  reach ,  make ,  attain ,  hit ,  gain ,  pinch ,  clip ,  crop ,  trim ,  dress ,  crown ,  culminate* ,  climax ,  complete ,  finish ,  tail   | 0.0 | .1 | 30
fright 	   frighten ,  scare ,  shake ,  excite ,  stir ,  alarm ,  spook ,  bluff ,  terrify ,  dismay ,  terrorise ,  intimidate   | 0.0 | .1 | 5
dash 	   dart ,  scoot ,  flash ,  shoot ,  rush ,  hasten* ,  speed ,  race ,  smash ,  break ,  crash ,  hurtle ,  cast ,  spoil ,  cross ,  frustrate ,  baffle ,  daunt ,  scare ,  intimidate ,  restrain ,  mix ,  plunge   | 0.0 | .1 | 22
enlighten 	   teach ,  learn ,  instruct ,  prophesy ,  clear ,  illuminate ,  clarify   | 0.0 | .1 | 7
recover 	   retrieve ,  find ,  regain ,  get ,  acquire ,  convalesce ,  better ,  improve* ,  revert ,  return ,  recoup ,  reclaim ,  recycle ,  cover ,  rebound ,  rally ,  perk ,  access ,  percolate   | 0.0 | .1 | 16
create 	   make ,  act ,  move ,  appoint ,  charge ,  produce ,  create ,  conjure ,  bring ,  pulse ,  design ,  elaborate ,  grind ,  strike ,  organize ,  machine ,  copy ,  cause ,  work ,  play ,  raise ,  reinvent ,  wreak ,  realize ,  film ,  print ,  establish ,  initiate ,  form ,  track ,  customize ,  burn ,  extract ,  return ,  write ,  publish ,  fire ,  press ,  short ,  yield ,  piece ,  do ,  reproduce ,  breed ,  paint ,  distil ,  draw ,  bear ,  beat ,  style ,  originate ,  develop ,  output ,  assemble ,  prepare ,  start ,  build ,  derive ,  laminate ,  kindle ,  clear ,  cut ,  father ,  multiply ,  refashion ,  offset ,  generate ,  give ,  elicit ,  institute ,  arouse ,  scrape ,  mother ,  incorporate ,  stir ,  construct ,  get ,  evoke ,  organise ,  direct ,  redo ,  tack ,  provoke ,  realise ,  customise ,  proof   | 0.0 | .1 | 10
